City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,shatrovo,RU,56.5167,64.6333,3.34,78,45,6.49,scattered clouds
338,port moresby,PG,-9.4431,147.1797,78.22,78,20,5.75,haze
339,urusha,RU,54.05,122.9,-36.63,100,100,2.59,overcast clouds
340,cherskiy,RU,68.75,161.3,-48.14,99,57,4.54,broken clouds
341,whitianga,NZ,-36.8333,175.7,66.63,69,88,11.48,overcast clouds
342,east london,ZA,-33.0153,27.9116,75.51,94,86,3.13,overcast clouds
343,plettenberg bay,ZA,-34.0527,23.3716,72.34,88,100,13.69,light rain
344,ust-tsilma,RU,65.441,52.1498,16.97,92,74,7.54,broken clouds
345,mogadishu,SO,2.0371,45.3438,76.59,79,85,16.71,overcast clouds
346,kedrovyy,RU,56.1667,91.8167,-10.79,100,100,1.86,overcast clouds
347,avila,ES,40.5833,-5.0,32.65,95,98,20.47,light snow
348,thaton,MM,16.9206,97.3714,63.43,85,18,3.87,few clouds
349,kaeo,NZ,-35.1,173.7833,76.32,61,41,7.18,scattered clouds
350,deputatskiy,RU,69.3,139.9,-34.8,100,98,1.16,overcast clouds
351,norden,DE,53.6,7.2,33.01,96,25,1.99,snow
352,portland,US,45.5234,-122.6762,51.28,74,100,14.97,overcast clouds
353,baykit,RU,61.67,96.37,-44.57,98,23,2.86,few clouds
354,vagur,FO,61.4732,-6.8119,37.53,66,100,33.04,light rain
355,praya,CV,14.9215,-23.5087,73.94,78,75,23.02,broken clouds
356,port keats,AU,-14.25,129.55,82.99,82,100,9.28,overcast clouds
357,ariano irpino,IT,41.1489,15.0833,51.96,90,79,23.13,broken clouds
358,tilichiki,RU,60.4667,166.1,-5.37,96,100,9.19,overcast clouds
359,lucea,JM,18.451,-78.1736,79.86,71,1,15.3,clear sky
360,slavyanka,RU,42.8633,131.3847,11.8,63,1,6.51,clear sky
361,pokaran,IN,26.9167,71.9167,51.35,17,0,8.97,clear sky
362,camacha,PT,33.0833,-16.3333,60.22,82,40,17.27,scattered clouds
363,srednekolymsk,RU,67.45,153.6833,-38.63,97,99,5.48,overcast clouds
364,airai,TL,-8.9266,125.4092,64.78,82,88,1.43,overcast clouds
365,kampong cham,KH,11.9934,105.4635,69.39,73,47,11.68,scattered clouds
366,paciran,ID,-6.8767,112.3761,76.95,86,100,7.25,light rain
367,griffith,US,41.5284,-87.4237,39.31,83,100,18.41,overcast clouds
368,guilin,CN,25.2819,110.2864,42.91,39,99,6.76,overcast clouds
369,esperance,AU,-33.8667,121.9,60.8,65,99,14.58,overcast clouds
370,sergeyevka,KZ,53.88,67.4158,-0.18,79,7,7.72,clear sky
371,doljo,PH,9.5875,123.7303,79.9,82,99,6.11,overcast clouds
372,viedma,AR,-40.8135,-62.9967,73.31,64,100,15.26,overcast clouds
373,alta floresta,BR,-9.8756,-56.0861,72.32,95,99,3.49,overcast clouds
374,kiama,AU,-34.6833,150.8667,79.57,69,54,8.01,broken clouds
375,muravlenko,RU,63.7898,74.523,4.03,97,98,7.31,overcast clouds
376,ous,RU,60.9058,61.5186,6.24,86,19,7.27,few clouds
377,kaohsiung,TW,22.6163,120.3133,59.04,89,40,8.05,mist
378,rakaia,NZ,-43.75,172.0167,70.38,62,99,7.99,overcast clouds
379,avera,US,33.194,-82.5271,60.39,97,97,4.45,light rain
380,sioux lookout,CA,50.1001,-91.917,15.87,86,100,6.91,overcast clouds
381,nome,US,64.5011,-165.4064,-2.13,65,100,12.66,overcast clouds
382,corowa,AU,-36.0333,146.3833,73.58,49,94,10.33,moderate rain
383,mimongo,GA,-1.6195,11.6068,69.31,95,91,0.25,overcast clouds
384,nanortalik,GL,60.1432,-45.2371,21.79,70,100,6.6,overcast clouds
385,tiksi,RU,71.6872,128.8694,-19.53,100,100,7.02,overcast clouds
386,shizukuishi,JP,39.6833,140.9833,31.26,92,100,3.15,light snow
387,aklavik,CA,68.2191,-135.0107,-23.22,100,92,3.49,overcast clouds
388,langarud,IR,37.197,50.1535,47.1,77,99,1.43,overcast clouds
389,fukue,JP,32.6881,128.8419,45.73,61,96,19.64,overcast clouds
390,monrovia,LR,6.3005,-10.7969,78.69,87,12,7.45,few clouds
391,bathsheba,BB,13.2167,-59.5167,79.41,69,20,14.97,few clouds
392,westport,US,41.1415,-73.3579,44.33,69,100,5.75,overcast clouds
393,bodden town,KY,19.2833,-81.25,82.0,62,20,8.05,few clouds
394,juneau,US,58.3019,-134.4197,37.4,87,100,18.41,light rain
395,san carlos de bariloche,AR,-41.1456,-71.3082,80.35,12,20,21.85,few clouds
396,luderitz,NA,-26.6481,15.1594,66.45,83,30,3.87,scattered clouds
397,dekar,BW,-21.5333,21.9333,74.34,54,40,8.28,scattered clouds
398,surt,LY,31.2089,16.5887,60.1,37,1,17.54,clear sky
399,alofi,NU,-19.0595,-169.9187,84.09,79,40,5.75,light rain
400,orebro,SE,59.2741,15.2066,37.58,93,75,8.05,light intensity drizzle
401,sturgis,US,41.7992,-85.4192,39.22,93,100,13.8,overcast clouds
402,escanaba,US,45.7453,-87.0646,35.94,96,100,1.99,overcast clouds
403,tautira,PF,-17.7333,-149.15,80.37,76,18,12.12,few clouds
404,ereymentau,KZ,51.6199,73.1033,-2.0,86,22,6.29,few clouds
405,simdega,IN,22.6167,84.5167,53.31,41,0,6.53,clear sky
406,rosarito,MX,32.3333,-117.0333,57.47,64,22,20.09,few clouds
407,soyo,AO,-6.1349,12.3689,79.05,86,100,6.76,overcast clouds
408,margate,GB,51.3813,1.3862,33.69,82,81,4.0,broken clouds
409,kudahuvadhoo,MV,2.6708,72.8944,80.55,76,98,9.01,overcast clouds
410,tomakivka,UA,47.8157,34.7414,41.81,91,100,15.03,overcast clouds
411,nantucket,US,41.2835,-70.0995,42.91,78,75,16.11,broken clouds
412,sisimiut,GL,66.9395,-53.6735,-4.74,84,38,11.07,scattered clouds
413,gat,IL,31.61,34.7642,53.4,70,0,4.36,clear sky
414,diu,IN,20.7141,70.9822,61.97,33,0,8.48,clear sky
415,taoudenni,ML,22.6783,-3.9836,69.24,18,66,5.84,broken clouds
416,vestmanna,FO,62.1564,-7.1664,34.72,69,75,35.68,broken clouds
417,flin flon,CA,54.7682,-101.865,17.44,86,100,5.75,overcast clouds
418,altamont,US,42.2068,-121.7372,41.9,62,20,3.44,few clouds
419,mbour,SN,14.422,-16.9638,74.25,37,88,14.58,overcast clouds
420,pacific grove,US,36.6177,-121.9166,58.51,71,0,8.01,clear sky
421,villa carlos paz,AR,-31.4241,-64.4978,87.08,47,31,1.34,scattered clouds
422,salekhard,RU,66.53,66.6019,6.49,95,100,5.39,overcast clouds
423,parkes,AU,-33.1333,148.1833,86.36,40,28,1.99,scattered clouds
424,silver city,US,32.7701,-108.2803,42.91,67,0,19.57,clear sky
425,onufriyivka,UA,48.9072,33.4487,43.59,90,100,16.73,overcast clouds
426,rundu,NA,-17.9333,19.7667,67.37,92,100,3.49,overcast clouds
427,saint george,US,37.1041,-113.5841,43.95,79,100,14.97,overcast clouds
428,izmir,TR,38.4622,27.0923,60.31,88,40,12.66,scattered clouds
429,bermeo,ES,43.4209,-2.7215,43.41,85,100,27.72,overcast clouds
430,taywarah,AF,33.35,64.4167,19.33,80,100,4.59,light snow
431,maceio,BR,-9.6658,-35.7353,80.04,78,75,6.91,broken clouds
432,marawi,PH,7.9986,124.2928,69.55,94,84,1.83,broken clouds
433,ormara,PK,25.2088,64.6357,66.31,55,29,4.56,scattered clouds
434,kununurra,AU,-15.7667,128.7333,82.38,83,100,3.44,overcast clouds
435,taltal,CL,-25.4,-70.4833,70.52,70,0,6.29,clear sky
436,bethel,US,41.3712,-73.414,41.52,63,100,3.44,overcast clouds
437,namatanai,PG,-3.6667,152.4333,80.69,75,100,3.53,overcast clouds
438,stony mountain,CA,50.0864,-97.2196,13.87,92,100,10.36,overcast clouds
439,nelson bay,AU,-32.7167,152.15,80.11,69,1,8.01,clear sky
440,bachaquero,VE,9.9694,-71.1494,80.11,69,69,1.7,broken clouds
441,sidi ali,DZ,36.0998,0.4206,56.75,75,46,31.7,scattered clouds
442,lagoa,PT,39.05,-27.9833,56.7,71,78,13.58,broken clouds
443,sitka,US,57.0531,-135.33,46.29,61,75,18.41,moderate rain
444,pozo colorado,PY,-23.4923,-58.7972,92.25,37,52,7.85,broken clouds
445,genhe,CN,50.7833,121.5167,-25.92,99,99,1.52,overcast clouds
446,carballo,ES,43.213,-8.691,47.86,88,100,15.19,overcast clouds
447,boda,CF,4.3189,17.4695,75.92,28,70,2.57,broken clouds
448,glenwood springs,US,39.5505,-107.3248,35.4,92,100,3.27,light snow
449,den helder,NL,52.9599,4.7593,39.18,62,20,11.99,few clouds
450,bandar-e lengeh,IR,26.5579,54.8807,68.04,80,77,11.5,light rain
451,loukhi,RU,66.0764,33.0381,28.24,84,98,7.78,overcast clouds
452,goryachegorsk,RU,55.4053,88.9154,-5.44,100,100,1.63,overcast clouds
453,isangel,VU,-19.55,169.2667,78.91,83,100,4.61,light intensity drizzle
454,ostrovnoy,RU,68.0531,39.5131,22.37,89,41,22.66,scattered clouds
455,verbilki,RU,56.5333,37.6,30.6,91,100,16.93,overcast clouds
456,mantua,IT,45.1667,10.7833,40.24,91,100,5.01,light rain
457,coihaique,CL,-45.5752,-72.0662,83.01,24,0,8.05,clear sky
458,barcelos,PT,41.5388,-8.6151,46.54,74,100,20.04,overcast clouds
459,umm lajj,SA,25.0213,37.2685,67.57,38,98,15.21,overcast clouds
460,asfi,MA,32.2994,-9.2372,61.56,70,71,0.72,broken clouds
461,touba,CI,8.2833,-7.6833,75.54,19,6,1.28,clear sky
462,san cristobal,VE,7.7669,-72.225,71.78,82,89,1.32,overcast clouds
463,la ciotat,FR,43.1748,5.6045,46.56,71,55,17.16,broken clouds
464,yamada,JP,39.4667,141.95,36.86,70,81,6.26,broken clouds
465,nakhon thai,TH,17.1006,100.8374,66.33,75,19,4.16,few clouds
466,saldanha,ZA,-33.0117,17.9442,62.65,97,78,10.78,broken clouds
467,kadaya,RU,50.9327,119.2911,-17.55,100,100,2.66,overcast clouds
468,kalmunai,LK,7.4167,81.8167,75.13,82,96,6.82,overcast clouds
469,lewiston,US,44.1003,-70.2148,36.28,84,49,1.21,scattered clouds
470,menongue,AO,-14.6585,17.691,63.45,98,100,5.91,moderate rain
471,basco,PH,20.4487,121.9702,72.9,69,100,23.58,overcast clouds
472,jumla,NP,29.2747,82.1838,28.6,21,6,4.52,clear sky
473,economy,US,40.6001,-80.2248,52.99,88,75,6.91,broken clouds
474,caucaia,BR,-3.7361,-38.6531,82.35,75,40,13.8,scattered clouds
475,weyburn,CA,49.6668,-103.8511,14.22,92,100,2.3,overcast clouds
476,ouesso,CG,1.6136,16.0517,80.47,47,98,2.57,overcast clouds
477,severnyy,RU,50.677,36.5532,33.84,93,75,13.42,light rain
478,manzanillo,CU,20.3433,-77.1167,74.07,49,0,3.94,clear sky
479,college,US,64.8569,-147.8028,3.07,77,20,0.0,few clouds
480,lahij,YE,13.1667,44.5833,68.9,79,36,2.28,scattered clouds
481,benghazi,LY,32.1167,20.0667,60.42,63,0,22.79,clear sky
482,porgera,PG,-5.4667,143.2,44.96,95,99,1.48,overcast clouds
483,mayo,US,38.8876,-76.5119,48.15,88,100,4.61,overcast clouds
484,lufilufi,WS,-13.8745,-171.5986,87.58,78,41,12.15,light rain
485,murdochville,CA,48.9583,-65.5006,25.68,99,100,4.07,overcast clouds
486,charlestown,AU,-32.95,151.6667,80.02,68,3,5.99,clear sky
487,riverton,US,40.5219,-111.9391,37.63,90,100,13.0,light rain
488,anloga,GH,5.7947,0.8973,80.96,80,31,7.16,scattered clouds
489,belmonte,BR,-15.8631,-38.8828,77.02,82,6,7.2,clear sky
490,ust-nera,RU,64.5667,143.2,-37.8,100,100,6.04,overcast clouds
491,raisinghnagar,IN,29.5358,73.4492,43.7,24,14,5.37,few clouds
492,puerto del rosario,ES,28.5004,-13.8627,62.35,77,40,6.91,scattered clouds
493,pevek,RU,69.7008,170.3133,-36.45,100,73,4.81,broken clouds
494,houma,US,29.5958,-90.7195,77.0,75,0,11.5,clear sky
495,leningradskiy,RU,69.3833,178.4167,-30.32,97,90,7.16,overcast clouds
496,ahuimanu,US,21.4447,-157.8378,82.85,57,20,6.91,few clouds
497,krutinka,RU,56.0055,71.5113,1.8,77,5,8.84,clear sky
498,gambo,CF,4.6482,22.2633,70.05,38,89,2.06,overcast clouds
499,oranjemund,NA,-28.55,16.4333,66.06,88,86,0.63,overcast clouds
500,peterhead,GB,57.5058,-1.7981,36.0,77,100,30.44,light rain
501,anadyr,RU,64.75,177.4833,-17.9,69,0,11.18,clear sky
502,inhambane,MZ,-23.865,35.3833,78.94,83,72,8.1,broken clouds
503,calama,CL,-22.4667,-68.9333,73.89,20,0,21.85,clear sky
504,nhulunbuy,AU,-12.2333,136.7667,81.21,83,100,6.91,light rain
505,atasu,KZ,48.6814,71.6433,-1.98,86,4,7.63,clear sky
506,byron bay,AU,-28.65,153.6167,76.71,58,58,8.14,broken clouds
507,nabire,ID,-3.3667,135.4833,77.16,88,100,4.14,overcast clouds
508,eureka,US,40.8021,-124.1637,55.67,66,13,3.0,few clouds
509,high prairie,CA,55.4334,-116.4858,23.94,95,12,4.41,few clouds
510,antalaha,MG,-14.9003,50.2788,73.15,92,97,8.46,light rain
511,saint-jean-port-joli,CA,47.2171,-70.2658,38.8,88,100,12.86,overcast clouds
512,sao raimundo nonato,BR,-9.0153,-42.6994,76.5,62,100,2.55,light rain
513,kruisfontein,ZA,-34.0033,24.7314,73.89,90,100,14.23,overcast clouds
514,campo grande,BR,-20.4428,-54.6464,72.95,94,75,5.75,broken clouds
515,santa maria,BR,-29.6842,-53.8069,88.9,48,20,13.8,few clouds
516,qeshm,IR,26.9581,56.2719,66.07,62,100,8.52,light rain
517,hwange,ZW,-18.3693,26.5019,69.57,86,76,3.18,broken clouds
518,boden,SE,65.8252,21.6886,30.2,93,100,6.51,overcast clouds
519,warmbad,NA,-28.45,18.7333,80.74,39,75,8.32,broken clouds
520,boma,GH,7.0805,-2.1697,73.67,31,53,2.73,broken clouds
521,karratha,AU,-20.7377,116.8463,82.63,69,97,11.54,overcast clouds
522,fivizzano,IT,44.2383,10.126,46.99,86,93,3.49,overcast clouds
523,lorengau,PG,-2.0226,147.2712,81.88,76,100,3.09,overcast clouds
524,kupang,ID,-10.1667,123.5833,79.38,94,40,3.44,scattered clouds
525,mokhsogollokh,RU,61.4681,128.9203,-67.54,100,98,2.55,overcast clouds
526,kijang,KR,35.2442,129.2139,31.73,52,14,3.91,few clouds
527,aldan,RU,58.6031,125.3894,-56.42,99,87,3.62,overcast clouds
528,clinton,US,42.587,-82.9199,43.9,86,100,11.5,mist
529,bilma,NE,18.6853,12.9164,62.49,23,11,7.67,few clouds
530,punto fijo,VE,11.6956,-70.1996,78.64,76,11,22.7,few clouds
531,dosso,NE,13.049,3.1937,68.67,18,10,9.82,clear sky
532,doctor juan leon mallorquin,PY,-25.4,-55.2667,82.13,94,55,5.14,broken clouds
533,koutiala,ML,12.3917,-5.4642,75.18,13,2,8.59,clear sky
534,stephenville,US,32.2207,-98.2023,78.93,19,0,5.75,clear sky
535,kieta,PG,-6.2167,155.6333,82.69,79,100,9.78,light rain
536,henties bay,NA,-22.116,14.2845,67.42,84,100,5.19,overcast clouds
537,kita,ML,13.0349,-9.4895,74.73,14,57,5.5,broken clouds
538,bud,US,39.447,-86.1758,52.34,86,0,12.03,clear sky
539,great falls,US,47.5002,-111.3008,39.67,72,100,5.75,overcast clouds
540,nara,JP,34.6851,135.8049,40.96,60,32,1.66,light rain
541,ponta delgada,PT,37.7333,-25.6667,56.12,71,20,17.27,few clouds
542,le vauclin,MQ,14.5452,-60.8388,76.84,88,75,3.44,broken clouds
543,port-de-bouc,FR,43.4,4.9833,43.59,78,0,10.36,clear sky
544,adrar,MR,20.5022,-10.0711,65.82,17,99,9.73,overcast clouds
545,auki,SB,-8.7676,160.7034,81.45,83,100,10.27,moderate rain
546,dandong,CN,40.1292,124.3947,14.83,53,0,3.91,clear sky
547,camocim,BR,-2.9022,-40.8411,79.27,75,60,16.2,broken clouds
548,shimoda,JP,34.6667,138.95,43.11,63,87,10.22,overcast clouds
549,rolla,US,37.9514,-91.7713,53.67,56,0,5.75,clear sky
550,eberndorf,AT,46.5914,14.6436,31.57,99,100,0.45,overcast clouds
551,zharkent,KZ,44.1628,80.0,1.08,82,4,3.44,clear sky
552,waipawa,NZ,-41.4122,175.5153,65.84,66,3,9.26,clear sky
553,dire dawa,ET,9.5931,41.8661,62.67,48,63,1.52,broken clouds
554,sijunjung,ID,-0.6876,100.9537,71.46,97,100,0.22,overcast clouds
555,visby,SE,57.6409,18.296,38.82,87,100,21.85,overcast clouds
556,kindersley,CA,51.4668,-109.1682,19.42,93,100,5.75,mist
557,los llanos de aridane,ES,28.6585,-17.9182,58.75,77,100,7.0,overcast clouds
558,nikolayevsk-na-amure,RU,53.1406,140.73,-27.44,100,96,1.25,overcast clouds
559,puerto leguizamo,CO,-0.1934,-74.7819,74.52,96,100,1.86,heavy intensity rain
560,eslov,SE,55.8393,13.3039,35.62,93,51,15.17,broken clouds
561,wanning,CN,18.8003,110.3967,59.88,88,99,12.59,overcast clouds
562,ginda,IN,30.6945,78.4932,36.45,19,89,7.16,overcast clouds
563,ancud,CL,-41.8697,-73.8203,60.96,75,97,4.99,overcast clouds
564,san ignacio,BZ,17.1561,-89.0714,87.94,62,20,0.0,few clouds
565,vao,NC,-22.6667,167.4833,75.51,70,100,16.08,overcast clouds
566,vardo,NO,70.3705,31.1107,24.78,80,26,24.16,scattered clouds
567,palmas,BR,-10.2128,-48.3603,78.67,83,75,6.91,light rain
568,chokwe,MZ,-24.5333,32.9833,77.45,82,98,8.34,overcast clouds
569,quimper,FR,48.0,-4.1,37.96,69,0,8.05,clear sky
570,santa lucia,ES,27.9117,-15.5407,55.76,77,75,10.36,broken clouds
571,langham,CA,52.3668,-106.9679,13.84,97,99,4.68,overcast clouds
572,chengde,CN,40.9725,117.9361,4.32,92,4,1.45,clear sky
573,yermakovskoye,RU,53.2831,92.4003,16.36,91,100,16.49,light snow
574,budesti,RO,44.2347,26.4658,50.61,77,92,8.77,overcast clouds
575,salinopolis,BR,-0.6136,-47.3561,77.52,86,96,10.25,overcast clouds
576,zabid,YE,14.1951,43.3152,75.72,70,21,5.99,few clouds
577,hadejia,NG,12.4498,10.0444,66.85,22,1,9.64,clear sky
578,inongo,CD,-1.95,18.2667,72.0,88,100,5.97,overcast clouds
579,riyadh,SA,24.6877,46.7219,50.14,80,1,13.27,clear sky
580,yar-sale,RU,66.8333,70.8333,4.71,96,100,7.52,overcast clouds
581,fairbanks,US,64.8378,-147.7164,3.09,78,20,0.0,few clouds
582,polson,US,47.6936,-114.1632,35.78,90,81,3.53,broken clouds
583,rio gallegos,AR,-51.6226,-69.2181,64.45,55,75,18.41,broken clouds
584,wadi musa,JO,30.3222,35.4793,44.37,69,0,5.06,clear sky
585,kovur,IN,14.4833,79.9833,66.49,85,5,4.14,clear sky
586,orotukan,RU,62.2667,151.7,-32.04,97,100,2.73,overcast clouds
587,arcata,US,40.8665,-124.0828,55.67,68,100,5.75,overcast clouds
588,leh,IN,34.1667,77.5833,-6.29,60,3,3.27,clear sky
589,uddevalla,SE,58.3478,11.9424,37.08,93,100,4.45,light rain
590,upata,VE,8.0086,-62.3989,81.19,64,98,3.78,overcast clouds
591,thiene,IT,45.7088,11.4796,42.22,94,100,1.61,overcast clouds
592,shache,CN,38.4167,77.2406,-5.37,99,40,3.29,scattered clouds
593,beloha,MG,-25.1667,45.05,73.92,79,0,9.51,clear sky
594,chongwe,ZM,-15.3292,28.682,64.44,99,100,3.47,light rain
595,wodonga,AU,-36.1167,146.8833,74.26,33,92,5.32,overcast clouds
596,ken caryl,US,39.5773,-105.1169,36.16,67,100,5.01,overcast clouds
597,tanhacu,BR,-14.0214,-41.2481,70.77,85,2,3.76,clear sky
598,san vicente de canete,PE,-13.0751,-76.3835,71.13,78,87,4.85,overcast clouds
599,vrangel,RU,42.7297,133.0839,14.04,54,2,10.27,clear sky
600,qixingtai,CN,30.4135,111.8874,34.05,62,26,0.87,scattered clouds
601,sakakah,SA,29.9697,40.2064,45.97,57,0,3.56,clear sky
602,nishihara,JP,26.1842,127.7558,60.08,72,75,14.97,broken clouds
603,aban,RU,56.67,96.06,-25.1,98,94,5.23,overcast clouds
604,grimshaw,CA,56.1834,-117.6027,19.02,93,20,2.3,mist
605,goma,CD,-1.6792,29.2228,61.56,74,66,2.3,broken clouds
606,qui nhon,VN,13.7667,109.2333,70.84,85,100,15.08,overcast clouds
607,yulara,AU,-25.2406,130.9889,81.43,47,14,23.29,few clouds
608,shakiso,ET,5.75,38.9167,53.74,50,17,3.6,few clouds
609,mitchell,US,43.7094,-98.0298,24.78,80,100,10.36,overcast clouds
610,pangody,RU,65.85,74.4859,-2.27,96,93,12.59,overcast clouds
611,libreville,GA,0.3925,9.4537,79.77,81,100,7.54,overcast clouds
612,bourail,NC,-21.5667,165.4833,75.09,79,100,5.3,overcast clouds
613,cao bang,VN,22.6667,106.25,49.57,51,100,1.77,overcast clouds
614,samarai,PG,-10.6167,150.6667,83.5,73,80,12.75,broken clouds
615,machinga,MW,-15.1685,35.3,67.71,95,100,2.68,overcast clouds
616,port augusta,AU,-32.5,137.7667,71.28,78,100,15.79,overcast clouds
617,marshfield,US,44.6689,-90.1718,34.68,86,100,12.66,overcast clouds
618,rantepao,ID,-2.9701,119.8978,68.04,94,97,1.99,overcast clouds
619,kudat,MY,6.8837,116.8477,73.33,100,20,0.0,few clouds
620,motygino,RU,58.1831,94.7592,-35.97,96,12,3.65,few clouds
621,sao jose da coroa grande,BR,-8.8978,-35.1478,78.46,80,100,10.09,overcast clouds
622,prado,BR,-17.3411,-39.2208,75.88,85,41,5.79,scattered clouds
623,jiwani,PK,25.05,61.7417,68.81,64,28,5.93,scattered clouds
624,mezen,RU,65.8522,44.24,24.33,94,97,10.47,overcast clouds
625,sturgeon falls,CA,46.3646,-79.9326,33.76,98,100,4.09,light snow
626,noumea,NC,-22.2763,166.4572,82.38,99,100,9.93,overcast clouds
627,saravan,AM,39.7196,45.6483,22.46,74,41,6.24,scattered clouds
628,deer lake,CA,49.1667,-57.4316,44.46,100,100,10.36,overcast clouds
629,tahta,EG,26.7693,31.5021,53.56,55,0,3.89,clear sky
630,kosh-agach,RU,50.0,88.6667,-12.96,98,92,3.09,overcast clouds
631,kampen,NL,52.555,5.9111,33.96,88,7,7.36,clear sky
632,klaksvik,FO,62.2266,-6.589,36.52,65,100,34.0,overcast clouds
633,manggar,ID,-2.8833,108.2667,77.74,84,100,8.32,overcast clouds
634,merauke,ID,-8.4667,140.3333,77.85,91,100,10.6,overcast clouds
635,grajau,BR,-5.8194,-46.1386,72.9,95,96,3.13,overcast clouds
636,buluang,PH,13.3068,123.3425,75.18,94,100,3.69,overcast clouds
637,aksarka,RU,66.5606,67.7975,9.03,94,100,6.58,overcast clouds
638,clarence town,AU,-32.5833,151.7833,80.94,48,1,4.79,clear sky
639,shenjiamen,CN,29.9576,122.298,40.8,53,55,14.9,broken clouds
640,sandwick,GB,60.0,-1.25,37.22,81,100,19.57,light rain
641,pout,SN,14.7739,-17.0603,74.16,49,0,12.66,clear sky
642,cockburn town,TC,21.4612,-71.1419,75.16,57,40,9.22,scattered clouds
643,acapulco,MX,16.8634,-99.8901,80.31,66,98,8.99,overcast clouds
644,catamarca,AR,-28.4696,-65.7852,91.06,42,21,6.73,light rain
645,bullas,ES,38.0467,-1.6723,51.22,59,4,35.63,clear sky
646,victoria point,AU,-27.5833,153.3,79.18,61,82,8.01,broken clouds
647,sinegorye,RU,62.0788,150.477,-37.37,99,97,1.12,overcast clouds
648,dennery,LC,13.8996,-60.8879,77.09,92,40,14.97,light rain
649,mitsamiouli,KM,-11.3847,43.2844,80.73,74,95,4.65,light rain
650,muncar,ID,-8.4333,114.3333,76.62,89,100,3.89,overcast clouds
651,kampot,KH,10.6167,104.1833,75.25,79,83,6.98,broken clouds
652,adre,TD,13.4667,22.2,67.73,21,100,14.25,overcast clouds
653,yerbogachen,RU,61.2767,108.0108,-52.6,100,84,4.25,broken clouds
654,pocone,BR,-16.2567,-56.6228,71.58,95,82,6.31,very heavy rain
655,gouloure,BF,12.2306,-1.9289,71.33,18,12,9.51,few clouds
656,lotofaga,WS,-13.9764,-171.8578,87.58,78,43,9.01,light rain
657,niquelandia,BR,-14.4739,-48.4597,73.35,78,35,0.29,scattered clouds
658,pafos,CY,34.7667,32.4167,51.58,87,20,6.91,few clouds
659,sumenep,ID,-7.0167,113.8667,78.4,86,100,4.29,overcast clouds
660,bardiyah,LY,31.7561,25.0865,57.2,65,0,12.5,clear sky
661,rawson,AR,-43.3002,-65.1023,76.08,42,20,11.39,few clouds
662,cabedelo,BR,-6.9811,-34.8339,75.87,81,100,11.63,light rain
663,caravelas,BR,-17.7125,-39.2481,75.74,84,48,4.97,scattered clouds
664,chabahar,IR,25.2919,60.643,68.49,57,10,7.16,clear sky
665,uige,AO,-7.6087,15.0613,64.72,96,52,2.68,broken clouds
666,lasa,IT,46.6166,10.7002,31.08,95,99,2.3,light snow
667,kathmandu,NP,27.7167,85.3167,41.22,87,20,3.44,few clouds
668,ketchikan,US,55.3422,-131.6461,39.18,98,100,9.08,heavy intensity rain
669,natitingou,BJ,10.3042,1.3796,72.99,19,6,7.27,clear sky
670,spirovo,RU,57.419,34.9766,31.46,96,100,13.29,light snow
671,petropavlovskoye,RU,52.0712,84.107,15.82,91,100,12.8,overcast clouds
672,pitimbu,BR,-7.4706,-34.8086,75.79,80,100,10.69,light rain
673,glendive,US,47.1053,-104.7125,26.49,97,100,3.44,mist
